,sno,sna,tot,sbi,sarea,mday,lat,lng,ar,sareaen,snaen,aren,bemp,act,srcUpdateTime,updateTime,infoTime,infoDate
146,500101205,YouBike2.0_四維路170巷口,22,2,大安區,2023-05-27 14:06:16,25.02821,121.54864,敦化南路二段92號對側中央分隔島,Daan Dist.,YouBike2.0_Ln. 170， Siwei Rd.,No. 92， Sec. 2， Dunhua S. Rd. (Opposite),20,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:06:16,2023-05-27
148,500101207,YouBike2.0_捷運臺電大樓站(2號出口)_1,31,0,大安區,2023-05-27 14:05:05,25.02055,121.52855,羅斯福路三段201號旁,Daan Dist.,YouBike2.0_MRT Taipower Building Sta. (Exit 2)_1,No. 201， Sec. 3， Roosevelt Rd.,30,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:05:05,2023-05-27
152,500101211,YouBike2.0_原臺北刑務所官舍,23,2,大安區,2023-05-27 14:10:20,25.03054,121.52466,金華街78號對側,Daan Dist.,YouBike2.0_Former Taipei Prison Office,No. 78， Jinhua St. (Opposite),21,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:10:20,2023-05-27
157,500101216,YouBike2.0_和平東路二段18巷口,24,3,大安區,2023-05-27 14:07:14,25.02268,121.53608,辛亥路二段43號前,Daan Dist.,YouBike2.0_Ln. 18， Sec. 2， Heping E. Rd.,No. 43， Sec. 2， Xinhai Rd.,20,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:07:14,2023-05-27
158,500101217,YouBike2.0_捷運大安站(5號出口),19,0,大安區,2023-05-27 14:10:20,25.03303,121.54372,復興南路二段/信義路四段(東南側),Daan Dist.,YouBike2.0_MRT Da’an Sta. (Exit 5),Sec. 2， Fuxing S. Rd. & Sec. 4， Xinyi Rd. Intersection (Southeast),16,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:10:20,2023-05-27
159,500101218,YouBike2.0_臨江公園,13,0,大安區,2023-05-27 13:52:04,25.02832,121.55592,通化街143巷33號對側,Daan Dist.,YouBike2.0_Linjiang Park,No. 33， Ln. 143， Tonghua St. (Opposite),12,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:52:04,2023-05-27
164,500101224,YouBike2.0_羅斯福浦城街口,15,3,大安區,2023-05-27 13:55:23,25.02208,121.52678,羅斯福路三段117號前,Daan Dist.,YouBike2.0_Roosevelt Rd. & Pucheng St. Intersection,No. 117， Sec. 3， Roosevelt Rd.,12,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:55:23,2023-05-27
169,500103005,YouBike2.0_重慶酒泉街口,30,1,大同區,2023-05-27 14:08:04,25.07158,121.51368,重慶北路三段260號前,Datong Dist,YouBike2.0_Chongqing Rd. & Jiuquan St. Intersection,No. 260， Sec. 3， Chongqing N. Rd.,29,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:08:04,2023-05-27
177,500103013,YouBike2.0_台北數位產業園區,24,2,大同區,2023-05-27 14:03:15,25.07447,121.52003,承德路三段287號前方,Datong Dist,YouBike2.0_DigiBlock Taipei,No. 287， Sec. 3， Chengde Rd.,22,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:03:15,2023-05-27
181,500103022,YouBike2.0_大龍老人住宅,14,3,大同區,2023-05-27 13:55:23,25.06853,121.51729,民族西路82號前方,Datong Dist,YouBike2.0_Dalong Old People Housing,No. 82， Minzu W. Rd.,11,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:55:23,2023-05-27
183,500103024,YouBike2.0_捷運大橋頭站(2號出口),57,3,大同區,2023-05-27 13:57:14,25.06314,121.51308,捷運大橋頭站(2號出口)西側,Datong Dist,YouBike2.0_MRT Daqiaotou Sta. (Exit 2),MRT Daqiaotou Sta. (Exit 2) (West),54,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:57:14,2023-05-27
184,500103025,YouBike2.0_捷運大橋頭站(1A出口),18,1,大同區,2023-05-27 14:01:04,25.06325,121.51162,民權西路237號旁,Datong Dist,YouBike2.0_MRT Daqiaotou Sta. (Exit 1A),No. 237， Minquan W Rd.,15,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:01:04,2023-05-27
185,500103026,YouBike2.0_捷運民權西路站(2號出口),25,1,大同區,2023-05-27 14:09:14,25.06174,121.51969,捷運民權西路站(2號出口)西側,Datong Dist,YouBike2.0_MRT Minquan W. Rd. Sta. (Exit 2),MRT Minquan W. Rd. Sta. (West),24,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:09:14,2023-05-27
188,500103029,YouBike2.0_朝陽公園,10,0,大同區,2023-05-27 13:59:04,25.05592,121.51367,重慶北路二段62-1號旁,Datong Dist,YouBike2.0_Zhaoyang Park,No. 62-1， Sec. 2， Chongqing N. Rd.,10,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:59:04,2023-05-27
190,500103031,YouBike2.0_大龍公園,18,2,大同區,2023-05-27 14:03:15,25.07049,121.51596,大龍街217號對側,Datong Dist,YouBike2.0_Dalong Park,No. 217， Dalong St. (Opposite),16,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:03:15,2023-05-27
192,500103033,YouBike2.0_圓山線形公園,14,3,大同區,2023-05-27 14:09:14,25.06867,121.51993,玉門街/民族西路(西北側),Datong Dist,YouBike2.0_Linear Park - Yuanshan,Minzu Rd. & Minzu W. Rd. Intersection (Northwest),11,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:09:14,2023-05-27
194,500103035,YouBike2.0_重慶民族路口,20,2,大同區,2023-05-27 14:11:14,25.06853,121.51359,重慶北路三段162號前,Datong Dist,YouBike2.0_Chongcing Rd. & Minzu Rd. Intersection,No. 162， Sec. 3， Chongcing N. Rd.,17,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:14,2023-05-27
198,500103039,YouBike2.0_聯合醫院中興院區,27,0,大同區,2023-05-27 14:11:04,25.05205,121.50818,長安西路299號(對面),Datong Dist,YouBike2.0_Taipei City Hospital Zhongxing Branch,No. 299， Chang'an W. Rd. (Opposite),27,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:04,2023-05-27
201,500103042,YouBike2.0_大同運動中心,16,2,大同區,2023-05-27 14:07:14,25.06496,121.51608,大龍街51號(旁),Datong Dist,YouBike2.0_Taipei DaTong Sports Center,No. 51， Dalong St.,14,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:07:14,2023-05-27
202,500103043,YouBike2.0_重慶保安街口(家樂福重慶店),20,2,大同區,2023-05-27 14:11:14,25.05918,121.51373,重慶北路二段171號(旁),Datong Dist,YouBike2.0_Chongqing Rd. & Bao'an St. Intersection,No. 171， Sec. 2， Chongqing N. Rd.,18,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:14,2023-05-27
209,500103050,YouBike2.0_太原五原路口,24,0,大同區,2023-05-27 14:07:04,25.05646,121.51698,太原路 / 五原路口(東南側),Datong Dist,YouBike2.0_Taiyuan Rd. & Wuyuan Rd. Intersection,Taiyuan Rd. & Wuyuan Rd. Intersection (Southeast),24,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:07:04,2023-05-27
211,500103052,YouBike2.0_捷運民權西路站(3號出口),50,0,大同區,2023-05-27 14:11:14,25.06129,121.52021,民權西路70巷37號對面,Datong Dist,YouBike2.0_MRT Minquan W. Rd. Sta. (Exit 3),No. 37， Ln. 70， Minquan W. Rd. (Opposite),50,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:14,2023-05-27
213,500103054,YouBike2.0_重慶長安路口,15,1,大同區,2023-05-27 14:05:16,25.0515,121.51398,長安西路244號(重慶路側),Datong Dist,YouBike2.0_Chongqing Rd. & Chang'an Rd. Intersection,No. 244， Chang'an W. Rd. (Sec. 1， Chongqing N. Rd.),14,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:05:16,2023-05-27
221,500103062,YouBike2.0_寧夏涼州街口,15,3,大同區,2023-05-27 14:07:14,25.06095,121.51428,寧夏路141號對側,Datong Dist,YouBike2.0_Ningxia Rd. & Liangzhou St. Intersection,No. 141， Ningxia Rd. (Opposite),12,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:07:14,2023-05-27
223,500104001,YouBike2.0_劍潭抽水站,17,3,士林區,2023-05-27 13:59:15,25.08128,121.51784,通河東街325巷/通河東街口,Shilin Dist,YouBike2.0_Jiantan Pumping Station,Ln. 325， Tonghe St. Intersection,10,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:59:15,2023-05-27
224,500104002,YouBike2.0_通河東街大南路口,15,3,士林區,2023-05-27 14:11:14,25.08914,121.51542,通河東街1段192號(旁),Shilin Dist,YouBike2.0_Tonghe E. St. & Danan Rd. Intersection,No. 192， Sec.1， Tonghe E. St. (Side),11,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:14,2023-05-27
225,500104003,YouBike2.0_福港街停車場,22,3,士林區,2023-05-27 13:58:14,25.08695,121.51901,華齡街175號(旁),Shilin Dist,YouBike2.0_Fugang St. Parking Lot,No. 175， Hualing St. (Side),19,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:58:14,2023-05-27
226,500104004,YouBike2.0_百齡國小,50,1,士林區,2023-05-27 14:11:14,25.08521,121.51918,前港街104號(對面),Shilin Dist,YouBike2.0_Bailing Elementary School,No. 104， Qiangang St. (Opposite),49,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:14,2023-05-27
227,500104005,YouBike2.0_雨聲街165巷口,15,1,士林區,2023-05-27 13:38:03,25.10277,121.53357,雨聲街/雨聲街165巷(西北側),Shilin Dist,YouBike2.0_Ln. 165， Yusheng St. Intersection,Ln. 165， Yusheng St. Intersection (Northwest),14,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:38:03,2023-05-27
228,500104006,YouBike2.0_天和公園,13,3,士林區,2023-05-27 14:09:14,25.12001,121.53342,天母東路69巷30號(前方路側),Shilin Dist,YouBike2.0_Tianhe Park,No.30， Ln.69， Tianmu E. Rd. (Front),7,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:09:14,2023-05-27
236,500104015,YouBike2.0_明勝公園,14,1,士林區,2023-05-27 13:21:17,25.08009,121.51895,承德路4段6巷71號(對面),Shilin Dist,YouBike2.0_Mingsheng Park,No. 71， Ln. 6， Sec.4， Chengde Rd. (Opposite),11,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:21:17,2023-05-27
237,500104016,YouBike2.0_劍潭海外青年活動中心,23,1,士林區,2023-05-27 14:01:16,25.07994,121.52426,中山北路4段/通河街口,Shilin Dist,YouBike2.0_Chientan Youth Activity Center,Sec. 4， Zhongshan N. Rd. & Tonghe St. Intersection,22,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:01:16,2023-05-27
240,500104020,YouBike2.0_忠誠公園,14,2,士林區,2023-05-27 14:01:16,25.10399,121.52593,忠誠路一段18號(對面),Shilin Dist,YouBike2.0_Zhongcheng Park,No. 18， Sec. 1， Zhongcheng Rd.,10,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:01:16,2023-05-27
244,500104024,YouBike2.0_前港公園(福德宮),18,2,士林區,2023-05-27 13:49:15,25.08671,121.52096,後港街134巷/後港街口,Shilin Dist,YouBike2.0_Qiangang Park(Fude Temple),Ln. 134， Hougang/Hougang St. Intersection,16,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:49:15,2023-05-27
246,500104026,YouBike2.0_前港公園(前港街),19,2,士林區,2023-05-27 14:11:14,25.0848,121.52125,前港街48號(對面),Shilin Dist,YouBike2.0_Qiangang Park (Qiangang St),No. 48， Qiangang St. (Opposite),17,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:14,2023-05-27
253,500104033,YouBike2.0_福林國小,14,2,士林區,2023-05-27 14:08:15,25.09896,121.53025,福志路50號(對面),Shilin Dist,YouBike2.0_Fu-Lin Elementary School,No. 50， Fuzhi Rd. (Opposite),11,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:08:15,2023-05-27
259,500104039,YouBike2.0_華聲公園,27,0,士林區,2023-02-03 10:09:04,25.09619,121.5223,華聲街17號(南側路側),Shilin Dist,YouBike2.0_Huasheng Park,No. 17， Huasheng St. (South),27,0,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-02-03 10:09:04,2023-02-03
262,500104042,YouBike2.0_銘傳大學,30,0,士林區,2023-05-17 23:56:05,25.08771,121.52677,中山北路五段250號(銘傳大學對側),Shilin Dist,YouBike2.0_Ming Chuan University Taipei Campus,No. 250， Sec. 5， Zhongshan N. Rd.,29,0,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-17 23:56:05,2023-05-17
265,500104045,YouBike2.0_聯合醫院陽明院區,15,0,士林區,2023-05-27 13:11:04,25.10455,121.53195,雨聲街105號(南側),Shilin Dist,YouBike2.0_Taipei City Hospital Yangming Branch,No. 105， Yusheng St. (South),14,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:11:04,2023-05-27
270,500104050,YouBike2.0_梅林新村,15,2,士林區,2023-05-27 11:54:04,25.09755,121.54036,至善路一段/至善路一段138巷(北側),Shilin Dist,YouBike2.0_Meilin New Village,Sec. 1， Zhishan Rd & Ln. 138， Sec. 1， Zhishan Rd (North),13,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 11:54:04,2023-05-27
272,500104052,YouBike2.0_重慶北路四段190巷口,13,2,士林區,2023-05-27 13:12:14,25.08505,121.51166,重慶北路四段198號(前),Shilin Dist,YouBike2.0_Ln. 190， Sec. 4， Chongqing N. Rd Intersection,No. 198， Sec. 4， Chongqing N. Rd,11,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:12:14,2023-05-27
273,500104053,YouBike2.0_重慶北葫東街口,15,2,士林區,2023-05-27 13:41:16,25.08393,121.51169,重慶北路四段177號(前),Shilin Dist,YouBike2.0_Sec. 4， Chongqing N. Rd.& Hudong St Intersection,No. 177， Sec. 4， Chongqing N. Rd.,13,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:41:16,2023-05-27
276,500104056,YouBike2.0_社正公園,15,2,士林區,2023-05-27 13:49:15,25.08824,121.51054,社中街39號(對面),Shilin Dist,YouBike2.0_Shezheng Park,No. 39， Shezhong St. (Opposite),13,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:49:15,2023-05-27
280,500104060,YouBike2.0_社子公園,14,0,士林區,2023-05-27 14:09:04,25.0902,121.50622,永平街20巷37弄/永平街20巷11弄(社子公園南側),Shilin Dist,YouBike2.0_Shezi Park,Aly. 37， Ln. 20， Yongping St & Aly. 11， Ln. 20， Yongping St Intersection.,14,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:09:04,2023-05-27
283,500104063,YouBike2.0_後港公園,15,1,士林區,2023-05-27 13:32:14,25.09312,121.51419,通河東街二段26號(旁公園),Shilin Dist,YouBike2.0_Hougang Park,No. 26， Sec. 2， Tonghe E. St. (Side),14,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:32:14,2023-05-27
286,500104066,YouBike2.0_延平北路八段133巷口,15,3,士林區,2023-05-27 06:03:14,25.10304,121.48297,延平北路八段133巷42號(對面),Shilin Dist,YouBike2.0_Ln. 133， Sec. 8， Yanping N. Rd Intersection,No. 67， Ln. 133， Sec. 8， Yanping N. Rd Intersection. (Opposite),12,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 06:03:14,2023-05-27
289,500104069,YouBike2.0_福安國中,11,3,士林區,2023-05-27 12:35:15,25.10261,121.48819,延平北路七段250號(前),Shilin Dist,YouBike2.0_Fu'an Junior High School,No. 250， Sec. 7， Yanping N. Rd.,8,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 12:35:15,2023-05-27
291,500104071,YouBike2.0_聖山綠地,15,0,士林區,2023-05-27 13:59:04,25.10696,121.53234,忠義街94號(旁),Shilin Dist,YouBike2.0_Shengshan Greens,No. 94， Zhongyi St.,15,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:59:04,2023-05-27
294,500104074,YouBike2.0_蘭雅國小,27,1,士林區,2023-05-27 14:04:19,25.10775,121.52312,礦溪街與中山北路六段195巷口,Shilin Dist,YouBike2.0_Lanya Elementary School,Huangsi St. & Ln. 195， Sec. 6， Jhongshan N. Rd. Intersection,25,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:04:19,2023-05-27
297,500104077,YouBike2.0_至善臨溪路口,22,2,士林區,2023-05-27 13:53:15,25.09709,121.54229,至善路一段/臨溪路(西南側),Shilin Dist,YouBike2.0_Jhihshan Rd. & Linsi Rd. Intersection,Sec. 1， Jhihshan Rd. & Linsi Rd. Intersection (Southwest),20,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:53:15,2023-05-27
302,500104082,YouBike2.0_通河街76巷/承德路四段10巷口,14,2,士林區,2023-05-27 14:03:15,25.08019,121.5202,承德路四段10巷37號(旁),Shilin Dist,YouBike2.0_Ln. 76， Tonghe St. & Ln. 10， Sec. 4， Chengde Rd. Intersection,No. 37， Ln. 10， Sec. 4， Chengde Rd.,11,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:03:15,2023-05-27
303,500104083,YouBike2.0_芝山聖佑宮,15,3,士林區,2023-05-27 13:39:14,25.10455,121.53025,雨聲街90號旁,Shilin Dist,YouBike2.0_Zhishan Shengyou Temple,No. 90， Yusheng St.,10,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:39:14,2023-05-27
304,500104084,YouBike2.0_至誠雨聲街口,9,3,士林區,2023-05-27 13:49:15,25.10199,121.52927,至誠路二段與雨聲街口東北側,Shilin Dist,YouBike2.0_Zhicheng Rd. & Yusheng St. Intersection,Sec. 2， Zhicheng Rd. & Yusheng St. Intersection (Northeast),5,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:49:15,2023-05-27
305,500104085,YouBike2.0_捷運線型公園(後街),13,3,士林區,2023-05-27 14:04:19,25.09812,121.52449,後街15號旁,Shilin Dist,YouBike2.0_MRT Linear Park (Hou St.),No. 15， Hou St.,10,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:04:19,2023-05-27
306,500104086,YouBike2.0_天母公園,12,0,士林區,2023-05-27 14:07:04,25.12408,121.53003,中山北路七段141巷30號對側,Shilin Dist,YouBike2.0_Tianmu Park,No. 30， Ln. 141， Sec. 7， Zhongshan N. Rd. (Opposite),12,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:07:04,2023-05-27
307,500104087,YouBike2.0_基河文林路口,16,1,士林區,2023-05-27 14:10:20,25.08637,121.5247,基河路3-1號對側人行道,Shilin Dist,YouBike2.0_Jihe Rd. & Wenlin Rd. Intersection,No. 3-1， Jihe Rd. (Opposite),15,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:10:20,2023-05-27
308,500104088,YouBike2.0_文林福華路口,19,2,士林區,2023-05-27 14:10:20,25.10094,121.52243,文林路 / 福華路口(東側),Shilin Dist,YouBike2.0_Wenlin Rd. & Fude Rd. Intersection,Wenlin Rd. & Fude Rd. Intersection (East),16,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:10:20,2023-05-27
309,500104089,YouBike2.0_劍潭海外青年活動中心_1,24,3,士林區,2023-05-27 14:02:14,25.0796,121.5237,通河街 / 通河街2巷(南側),Shilin Dist,YouBike2.0_Chientan Overseas Youth Activity Center_1,Tonghe St. & Ln. 2， Tonghe St.,21,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:02:14,2023-05-27
314,500104095,YouBike2.0_葫蘆國小(延平北路五段285巷),15,1,士林區,2023-05-27 11:34:15,25.08406,121.5067,環河北路三段/延平北路五段285巷,Shilin Dist,YouBike2.0_Hulu Elementary School (Ln. 285， Sec. 5， Yanping N. Rd.),Sec. 3， Huanhe N. Rd. & Ln. 285， Sec. 5， Yanping N. Rd. Intersection,14,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 11:34:15,2023-05-27
315,500104096,YouBike2.0_社子市場,15,2,士林區,2023-05-27 14:01:16,25.0881,121.50873,延平北路六段67號旁,Shilin Dist,YouBike2.0_Shezi Market,No. 67， Sec. 6， Yanping N. Rd.,13,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:01:16,2023-05-27
318,500104099,YouBike2.0_文林路101巷口,7,3,士林區,2023-05-27 13:50:20,25.08761,121.52608,文林路100號前,Shilin Dist,YouBike2.0_Ln. 101， Wenlin Rd.,No. 100， Wenlin Rd.,4,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:50:20,2023-05-27
325,500104106,YouBike2.0_中山北路五段698巷口,15,3,士林區,2023-05-27 14:09:14,25.09765,121.52757,中山北路五段692號前,Shilin Dist,YouBike2.0_Ln. 698， Sec. 5， Zhongshan N. Rd.,No. 692， Sec. 5， Zhongshan N. Rd.,12,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:09:14,2023-05-27
330,500104111,YouBike2.0_士商路40巷口,15,0,士林區,2023-05-27 14:10:20,25.09013,121.52054,士商路40巷2號旁,Shilin Dist,YouBike2.0_Ln. 40， Shishang Rd.,No. 2， Ln. 40， Shishang Rd.,15,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:10:20,2023-05-27
333,500104114,YouBike2.0_美崙公園,13,2,士林區,2023-05-27 14:10:09,25.09677,121.51931,美崙街118號斜對面人行道,Shilin Dist,YouBike2.0_Meilun Park,No. 118， Meilun St. (Opposite),11,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:10:09,2023-05-27
334,500104115,YouBike2.0_臺北市立大學(忠誠路二段207巷),17,2,士林區,2023-05-27 14:01:43,25.11642,121.53743,忠誠路二段207巷/士東路299巷口,Shilin Dist,YouBike2.0_University of Taipei (Ln. 270， Sec. 2， Zhongcheng Rd.),Ln. 270， Sec. 2， Zhongcheng Rd. & Ln. 299， Shidong Rd. Intersection,15,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:01:43,2023-05-27
336,500104117,YouBike2.0_美崙公園(東北側),15,1,士林區,2023-05-27 13:28:04,25.09886,121.51835,文林路587巷115號對側,Shilin Dist,YouBike2.0_Meilun Park (Northeast),No. 115， Ln. 587， Wenlin Rd. (Opposite),14,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:28:04,2023-05-27
338,500105002,YouBike2.0_捷運萬隆站(4號出口),21,1,文山區,2023-05-27 14:10:09,25.0027,121.53861,羅斯福路5段210號(前),Wenshan Dist,YouBike2.0_MRT Wanlong Sta. (Exit 4),No. 210， Sec. 5， Roosevelt Rd.,20,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:10:09,2023-05-27
339,500105003,YouBike2.0_捷運萬隆站(1號出口),34,2,文山區,2023-05-27 14:02:14,25.00115,121.53916,羅斯福路五段250號(前),Wenshan Dist,YouBike2.0_MRT Wanlong Sta. (Exit 1),No. 250， Sec. 5， Roosevelt Rd.,32,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:02:14,2023-05-27
347,500105011,YouBike2.0_興福國中,25,1,文山區,2023-05-27 13:57:04,25.00465,121.54916,福興路95巷/福興路63巷4弄口,Wenshan Dist,YouBike2.0_Xing Fu Junior High School,Ln. 95， Fuxing Rd & Aly. 28， Ln. 63， Fuxing Rd. (Opposite),23,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:57:04,2023-05-27
349,500105013,YouBike2.0_景美運動公園,11,2,文山區,2023-05-27 13:58:15,25.00219,121.54454,景豐街79號(旁公園),Wenshan Dist,YouBike2.0_Jingmei Sports Park,No. 79， Jingfeng St. (Side),8,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:58:15,2023-05-27
350,500105014,YouBike2.0_景美醫院,18,0,文山區,2023-05-27 14:08:04,24.99136,121.54008,羅斯福路六段280號(前),Wenshan Dist,YouBike2.0_Jing Mei Hospital,No. 280， Sec. 6， Roosevelt Rd.,18,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:08:04,2023-05-27
355,500105019,YouBike2.0_捷運動物園站,18,0,文山區,2023-05-27 14:08:04,24.99873,121.57985,新光路二段30號(對面),Wenshan Dist,YouBike2.0_MRT Taipei Zoo Sta.,No. 30， Sec. 2， Xinguang Rd. (Opposite),17,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:08:04,2023-05-27
357,500105021,YouBike2.0_捷運萬芳社區站,31,0,文山區,2023-05-27 12:14:04,24.99886,121.56769,萬芳路60號(西側廣場),Wenshan Dist,YouBike2.0_MRT Wanfang Community Sta.,No. 60， Wanfang Rd. (West),31,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 12:14:04,2023-05-27
366,500105030,YouBike2.0_臺北市立景美女中,25,3,文山區,2023-05-27 14:06:16,24.98058,121.55624,木新路三段/一壽街(西北側),Wenshan Dist,YouBike2.0_Jingmei Girls High School,Sec. 3， Muxin Rd./Yishou St. (Northwest),21,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:06:16,2023-05-27
370,500105034,YouBike2.0_老泉街籃球場,14,2,文山區,2023-05-27 13:24:14,24.97619,121.5583,老泉街26巷老泉街口(籃球場前),Wenshan Dist,YouBike2.0_Laoquan St. Basketball Court,Ln. 26， Laoquan St. Intersection,12,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:24:14,2023-05-27
372,500105036,YouBike2.0_木柵公園,25,0,文山區,2023-05-27 13:52:04,24.98718,121.56059,興隆路四段50號(前),Wenshan Dist,YouBike2.0_Muzha Park,No. 50， Sec. 4， Xinglong Rd.,25,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:52:04,2023-05-27
377,500105041,YouBike2.0_指南路3段2巷,13,0,文山區,2023-05-27 12:12:04,24.98537,121.57959,指南路三段4號(旁),Wenshan Dist,YouBike2.0_Ln. 2， Sec. 3， Zhinan Rd.,No. 4， Sec. 3， Zhinan Rd.,13,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 12:12:04,2023-05-27
378,500105042,YouBike2.0_萊茵公園,14,2,文山區,2023-05-27 12:34:13,24.98642,121.56514,忠順街二段87巷25弄29號,Wenshan Dist,YouBike2.0_Laiyin Park,No. 29， Aly. 25， Ln. 87， Sec. 2， Zhongshun St.,12,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 12:34:13,2023-05-27
380,500105044,YouBike2.0_秀明路一段185巷口,20,2,文山區,2023-05-27 13:43:14,24.99151,121.56836,秀明路一段與秀明路一段185巷口,Wenshan Dist,YouBike2.0_Ln. 185， Sec. 1， Xiuming Rd. Intersection,Sec. 1， Xiuming Rd. & Ln. 185， Sec. 1， Xiuming Rd. Intersection,18,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:43:14,2023-05-27
