,sno,sna,tot,sbi,sarea,mday,lat,lng,ar,sareaen,snaen,aren,bemp,act,srcUpdateTime,updateTime,infoTime,infoDate
1056,500111080,YouBike2.0_忠孝東路六段278巷口,14,0,南港區,2023-05-27 13:51:04,25.04916,121.58906,忠孝東路/忠孝東路六段278巷,Nangang Dist,YouBike2.0_Ln. 278， Sec. 6， Zhongxiao E. Rd.,Zhongxiao E. Rd. & Ln. 278， Sec. 6， Zhongxiao E. Rd. Intersection,14,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:51:04,2023-05-27
1060,500111084,YouBike2.0_忠孝東路六段212巷口,15,1,南港區,2023-05-27 13:53:04,25.0488,121.58742,忠孝東路六段226號前,Nangang Dist,YouBike2.0_Ln. 212， Sec. 6， Zhongxiao E. Rd.,No. 226， Sec. 6， Zhongxiao E. Rd.,13,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:53:04,2023-05-27
1061,500111085,YouBike2.0_新富公園,13,2,南港區,2023-05-27 14:01:16,25.05296,121.61713,富康街47巷2號對側,Nangang Dist,YouBike2.0_Xinfu Park,No. 2， Ln. 47， Fukang St. (Opposite),11,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:01:16,2023-05-27
1065,500112002,YouBike2.0_基隆路二段159巷口,14,0,信義區,2023-05-27 14:10:20,25.02561,121.55409,基隆路二段155號,Xinyi Dist,YouBike2.0_Ln. 159， Sec. 2， Keelung Rd. Intersection,No. 155， Sec. 2， Keelung Rd.,11,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:10:20,2023-05-27
1066,500112003,YouBike2.0_嘉興街175巷口,16,3,信義區,2023-05-27 14:10:20,25.02811,121.55671,基隆路二段131-4號(前),Xinyi Dist,YouBike2.0_Ln. 175， Jiaxing St Intersection.,No. 131-4， Sec. 2， Keelung Rd.,12,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:10:20,2023-05-27
1067,500112004,YouBike2.0_和平東路三段631巷口,15,0,信義區,2023-05-27 13:40:10,25.0132,121.56335,和平東路三段633號前,Xinyi Dist,YouBike2.0_Ln. 631， Sec. 3， Heping E. Rd Intersection,No. 633， Sec. 3， Heping E. Rd.,15,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:40:10,2023-05-27
1068,500112005,YouBike2.0_和平東路三段530巷口,15,3,信義區,2023-05-27 14:07:14,25.01545,121.56134,和平東路三段530巷口東北側,Xinyi Dist,YouBike2.0_Ln. 530， Sec. 3， Heping E. Rd Intersection,Ln. 530， Sec. 3， Heping E. Rd Intersection (Northeast),12,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:07:14,2023-05-27
1071,500112008,YouBike2.0_三興公園,31,1,信義區,2023-05-27 14:11:04,25.02868,121.55932,吳興街118巷35弄28號前方(三興公園),Xinyi Dist,YouBike2.0_Sanxing Park,No. 28， Aly. 35， Ln. 118， Wuxing St. (Sanxing Park),30,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:04,2023-05-27
1072,500112009,YouBike2.0_松德站,48,1,信義區,2023-05-27 14:06:16,25.03162,121.57396,松德路300號南側,Xinyi Dist,YouBike2.0_Songde Sta.,No. 300， Songde Rd. (South),47,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:06:16,2023-05-27
1075,500112012,YouBike2.0_松仁路253巷3弄,26,0,信義區,2023-05-27 14:11:15,25.02678,121.56884,松仁路215巷6號,Xinyi Dist,YouBike2.0_Aly. 3， Ln. 253， Songren Rd,No. 6， Ln. 215， Songren Rd.,25,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:15,2023-05-27
1077,500112014,YouBike2.0_捷運象山站(1號出口),24,2,信義區,2023-05-27 14:11:15,25.03295,121.56867,信義路5段152號(1號出口),Xinyi Dist,YouBike2.0_MRT Xiangshan Sta. (Exit 1),No. 152， Sec. 5， Xinyi Rd. (Exit 1),21,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:15,2023-05-27
1080,500112017,YouBike2.0_台北市災害應變中心,45,2,信義區,2023-05-27 14:11:15,25.02868,121.56672,莊敬路391巷11弄2號(東北側),Xinyi Dist,YouBike2.0_Taipei Emergency Operation Center,No. 2， Aly. 11， Ln. 391， Zhuangjing Rd. (Northeast),42,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:15,2023-05-27
1084,500112021,YouBike2.0_光復信義路口東南側,16,3,信義區,2023-05-27 13:57:15,25.03281,121.55756,光復南路485號前方,Xinyi Dist,YouBike2.0_Guangfu S. Rd & Sec. 4， Xinyi Rd Intersection (Southeast),No. 485， Guangfu S. Rd.,12,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:57:15,2023-05-27
1085,500112022,YouBike2.0_三張犁,40,2,信義區,2023-05-27 14:09:14,25.03452,121.5576,光復南路455號前方,Xinyi Dist,YouBike2.0_Sanzhangli,No. 455， Guangfu S. Rd.,34,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:09:14,2023-05-27
1086,500112023,YouBike2.0_仁愛路四段496巷口,34,3,信義區,2023-05-27 14:07:14,25.03745,121.5602,仁愛路四段與仁愛路四段496巷口西南側,Xinyi Dist,YouBike2.0_Ln. 496， Sec. 4， Ren'ai Rd Intersection,Sec. 4， Ren'ai Rd & Ln. 496， Sec. 4， Ren'ai Rd Intersection.(Southwest),30,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:07:14,2023-05-27
1088,500112025,YouBike2.0_松友公園,27,1,信義區,2023-05-27 14:07:04,25.03423,121.57636,信義路六段76巷2弄22號(對面),Xinyi Dist,YouBike2.0_Songyou Park,No. 22， Aly. 2， Ln. 76， Sec. 6， Xinyi Rd. (Opposite),25,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:07:04,2023-05-27
1090,500112027,YouBike2.0_松山家商,25,1,信義區,2023-05-27 14:08:04,25.0347,121.58018,松山路655號(前),Xinyi Dist,YouBike2.0_Songshan High School of Commerce and Home Economics,No. 655， Songshan Rd.,24,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:08:04,2023-05-27
1095,500112032,YouBike2.0_市府松高路口,54,3,信義區,2023-05-27 14:11:15,25.03899,121.56369,市府路/松高路(東南側),Xinyi Dist,YouBike2.0_Shifu Rd & Songgao Rd Intersection,Shifu Rd & Songgao Rd Intersection. (Southeast),50,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:15,2023-05-27
1099,500112037,YouBike2.0_春光公園,30,0,信義區,2023-05-27 14:05:05,25.0427,121.58112,林口街230號(斜對面),Xinyi Dist,YouBike2.0_Chunguang Park,No. 230， Linkou St. (Opposite),29,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:05:05,2023-05-27
1101,500112039,YouBike2.0_福德國小,35,1,信義區,2023-05-27 14:11:15,25.03846,121.58618,福德街251巷2號對側,Xinyi Dist,YouBike2.0_Fude Elementary School,No. 2， Ln. 251， Fude St. (Opposite),32,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:15,2023-05-27
1102,500112040,YouBike2.0_福德公園,35,0,信義區,2023-05-27 14:09:04,25.03841,121.58355,大道路與大道路145巷口,Xinyi Dist,YouBike2.0_Fude Park,No. 135， Dadao Rd. (Opposite),33,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:09:04,2023-05-27
1106,500112045,YouBike2.0_吳興公車總站,56,3,信義區,2023-05-27 14:04:19,25.02388,121.56984,松仁路277號南側,Xinyi Dist,YouBike2.0_Bus Wuxing Sta.,No. 277， Songren Rd. (South),53,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:04:19,2023-05-27
1108,500112047,YouBike2.0_興雅國小(基隆路一段37巷),15,0,信義區,2023-05-27 14:09:04,25.04773,121.56895,基隆路一段83巷9號西側,Xinyi Dist,YouBike2.0_Xingya Elementary School (Ln. 37， Sec. 1， Jilong Rd.),No. 9， Ln. 83， Sec. 1， Jilong Rd. (West),13,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:09:04,2023-05-27
1113,500112052,YouBike2.0_三興國小,22,3,信義區,2023-05-27 14:11:15,25.02969,121.55766,基隆路二段99-1號(前),Xinyi Dist,YouBike2.0_Sanxing Elementary School,No. 99-1， Sec. 2， Keelung Rd.,19,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:15,2023-05-27
1114,500112053,YouBike2.0_市民松信路口,20,0,信義區,2023-05-27 13:39:04,25.04927,121.57205,市民大道六段/松信路口(西側),Xinyi Dist,YouBike2.0_Civic Blvd. & Songxin Rd. Intersection,Sec. 6， Civic Blvd. & Songxin Rd. Intersection (West),18,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:39:04,2023-05-27
1116,500112055,YouBike2.0_基隆光復路口,17,0,信義區,2023-05-27 14:08:04,25.03005,121.55764,基隆路二段/光復南路(東北側),Xinyi Dist,YouBike2.0_Keelung Rd. & Guangfu Rd. Intersection,Sec. 2， Keelung Rd. & Guangfu S. Rd. Intersection (Northeast),17,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:08:04,2023-05-27
1118,500112057,YouBike2.0_泰和里民活動中心,18,3,信義區,2023-05-27 14:10:20,25.0213,121.57027,松仁路308巷60號,Xinyi Dist,YouBike2.0_Taihe Activity Center,No. 60， Ln. 308， Songren Rd.,14,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:10:20,2023-05-27
1120,500112059,YouBike2.0_虎林永吉路口,15,0,信義區,2023-05-27 13:53:04,25.04519,121.57712,永吉路356號東側,Xinyi Dist,YouBike2.0_Hulin St. & Yongji Rd. Intersection,No. 356， Yongji Rd. (East),14,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:53:04,2023-05-27
1121,500112060,YouBike2.0_永吉公園,18,1,信義區,2023-05-27 13:39:14,25.04345,121.57539,永吉路326巷66號西側,Xinyi Dist,YouBike2.0_Yongji Park,No. 66， Ln. 326， Yongji Rd. (West),14,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:39:14,2023-05-27
1123,500112062,YouBike2.0_松山永吉路口,20,1,信義區,2023-05-27 14:11:15,25.04623,121.57772,松山路166號,Xinyi Dist,YouBike2.0_Songshan Rd. & Yongji Rd. Intersection,No. 166， Songshan Rd,19,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:15,2023-05-27
1128,500112067,YouBike2.0_松德虎林街口,25,0,信義區,2023-05-27 14:10:09,25.0383,121.5762,松德路79號前,Xinyi Dist,YouBike2.0_Songde Rd. & Hulin St. Intersection,No. 79， Songde Rd.,23,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:10:09,2023-05-27
1130,500112069,YouBike2.0_基隆路一段101巷口,23,1,信義區,2023-05-27 14:06:16,25.04516,121.56702,基隆路一段109-6號前,Xinyi Dist,YouBike2.0_Ln. 101， Sec. 1，Keelung Rd. Intersection,No. 109-6， Sec. 1， Keelung Rd.,21,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:06:16,2023-05-27
1131,500112070,YouBike2.0_捷運永春站(2號出口),28,1,信義區,2023-05-27 14:11:15,25.0405,121.57538,虎林街132巷44號西側,Xinyi Dist,YouBike2.0_MRT Yongchun Sta.(Exit.2),No. 44， Ln. 132， Hulin St. (West),27,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:15,2023-05-27
1132,500112071,YouBike2.0_吳興街260巷,32,1,信義區,2023-05-27 14:11:04,25.02606,121.5631,吳興街260巷/吳興街260巷21弄口(東南側),Xinyi Dist,YouBike2.0_Ln. 260， Wuxing St. Intersection,Ln. 260， Wuxing St. & Aly. 21， Ln. 260， Wuxing St. Intersection (Southeast),31,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:04,2023-05-27
1138,500112078,YouBike2.0_吳興街284巷36弄口,25,2,信義區,2023-05-27 14:10:20,25.02236,121.56268,吳興街284巷36弄24號西側,Xinyi Dist,YouBike2.0_Aly. 36， Ln. 284， Wuxing St.,No. 24， Aly. 36， Ln. 284， Wuxing St. (West),21,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:10:20,2023-05-27
1140,500112080,YouBike2.0_福德國小公車站,10,1,信義區,2023-05-27 14:11:04,25.03929,121.58755,福德街308號對側,Xinyi Dist,YouBike2.0_Fude Elementary School  Bus Station,No. 308， Fude St. (Opposite),9,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:04,2023-05-27
1144,500112084,YouBike2.0_景平公園,13,1,信義區,2023-05-27 14:08:15,25.02976,121.5642,松平路50巷15號對側,Xinyi Dist,YouBike2.0_Jingping Park,No. 15， Ln. 50， Songping Rd. (Opposite),12,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:08:15,2023-05-27
1147,500112087,YouBike2.0_松仁路305號,14,0,信義區,2023-05-27 14:01:04,25.02306,121.57036,松仁路/吳興街583巷3弄,Xinyi Dist,YouBike2.0_No. 305， Songren Rd.,Songren Rd. & Aly. 3， Ln. 583， Wuxing St. Intersection,14,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:01:04,2023-05-27
1148,500112088,YouBike2.0_吳興街394巷口,12,3,信義區,2023-05-27 14:05:16,25.02474,121.56741,吳興街394巷/吳興街,Xinyi Dist,YouBike2.0_Ln.394， Wuxing St.,Ln. 394， Wuxing St. & Wuxing St. Intersection,9,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:05:16,2023-05-27
1149,500112089,YouBike2.0_忠孝東路五段215巷口,24,2,信義區,2023-05-27 14:04:19,25.0409,121.5705,忠孝東路五段/忠孝東路五段215巷,Xinyi Dist,YouBike2.0_Ln. 215， Sec. 5， Zhongxiao E. Rd.,Sec. 5， Zhongxiao E. Rd. & Ln. 215， Sec. 5， Zhongxiao E. Rd. Intersection,21,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:04:19,2023-05-27
1151,500112091,YouBike2.0_松仁松平路口,10,0,信義區,2023-05-27 14:11:04,25.03047,121.56838,松仁路/松平路,Xinyi Dist,YouBike2.0_Songren Rd & Songping Rd. Intersection,Songren Rd & Songping Rd. Intersection,10,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:04,2023-05-27
1152,500112092,YouBike2.0_信義松德路口,18,0,信義區,2023-05-27 14:03:05,25.03322,121.57433,信義路五段180號前,Xinyi Dist,YouBike2.0_Xinyi Rd. & Songde Rd. Intersection,No. 180， Sec. 5， Xinyi Rd.,18,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:03:05,2023-05-27
1154,500112094,YouBike2.0_吳興街284巷(廣安宮),15,1,信義區,2023-05-27 14:07:14,25.02326,121.56329,吳興街284巷23號對側,Xinyi Dist,YouBike2.0_Ln. 284， Wuxing St. (Guangan Shrine),No. 23， Ln. 284， Wuxing St. (Opposite),13,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:07:14,2023-05-27
1156,500112096,YouBike2.0_克勤新村,18,0,信義區,2023-05-27 13:55:12,25.02589,121.56073,信安街67巷75號對側,Xinyi Dist,YouBike2.0_Keqin New Village,No. 75， Ln. 67， Xin'an St. (Opposite),17,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:55:12,2023-05-27
1157,500112097,YouBike2.0_和平東路三段291號,15,2,信義區,2023-05-27 14:09:14,25.02186,121.55532,和平東路三段291號前,Xinyi Dist,YouBike2.0_No. 291， Sec. 3， Heping E. Rd.,No. 291， Sec. 3， Heping E. Rd.,13,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:09:14,2023-05-27
1166,500113009,YouBike2.0_青年公園棒球場,28,0,萬華區,2023-05-27 13:08:04,25.0241,121.50289,青年路66號對側,Wanhua Dist,YouBike2.0_Youth Park Baseball Field,No. 66， Qingnian Rd (Opposite),27,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:08:04,2023-05-27
1169,500113013,YouBike2.0_新和國小,20,1,萬華區,2023-05-27 14:10:09,25.02582,121.50255,萬大路277巷37弄1號東側,Wanhua Dist,YouBike2.0_Xinhe Elementary School,No. 1， Aly. 37， Ln. 277， Wanda Rd. (East),17,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:10:09,2023-05-27
1171,500113015,YouBike2.0_莒光立體停車場,10,1,萬華區,2023-05-27 14:09:04,25.03116,121.50336,莒光路137號前,Wanhua Dist,YouBike2.0_Juguang Car Park,No. 137， Juguang Rd.,9,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:09:04,2023-05-27
1174,500113018,YouBike2.0_華中疏散門,12,3,萬華區,2023-05-27 13:57:15,25.01688,121.49534,環河南路三段371號前,Wanhua Dist,YouBike2.0_Huazhong Evacuation Gate,No. 371， Sec. 3， Huanhe S. Rd.,8,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:57:15,2023-05-27
1176,500113020,YouBike2.0_忠德公園,19,1,萬華區,2023-05-27 13:58:15,25.02516,121.49604,東園街66巷20弄27號前,Wanhua Dist,YouBike2.0_Zhongde Park,No. 27， Aly 20， Ln 66， Dongyuan St.,18,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:58:15,2023-05-27
1179,500113025,YouBike2.0_雙園國中,24,0,萬華區,2023-05-27 14:11:15,25.02673,121.49176,西園路二段320巷與興義街口,Wanhua Dist,YouBike2.0_Shuang Yuan Junior High School,Sec. 2， Xiyuan Rd & Xingyi St Intersection,22,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:15,2023-05-27
1182,500113028,YouBike2.0_華江八號公園,20,0,萬華區,2023-05-27 13:26:04,25.03388,121.49293,環河南路二段216號旁,Wanhua Dist,YouBike2.0_Huajiang No.8 Park,No. 2， Aly. 25， Ln. 250， Sec. 2， Huanhe S. R,19,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:26:04,2023-05-27
1185,500113031,YouBike2.0_糖廍文化園區,14,2,萬華區,2023-05-27 14:11:15,25.03383,121.4946,大理街177號對側,Wanhua Dist,YouBike2.0_Tang bu Cultural Park,No. 177， Dali St. (Opposite),11,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:15,2023-05-27
1191,500113037,YouBike2.0_貓公園(中興橋頭),15,0,萬華區,2023-05-27 13:14:04,25.04367,121.50218,成都路108號(對面),Wanhua Dist,YouBike2.0_Cat Park (Zhongxing Bridgehead),No. 108， Chengdu Rd. (Opposite),14,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:14:04,2023-05-27
1201,500113047,YouBike2.0_臺北市電影主題公園(峨嵋街),15,1,萬華區,2023-05-27 13:59:15,25.04445,121.50306,峨嵋街100號(對面),Wanhua Dist,YouBike2.0_Taipei Cinema Park (Emei St.),No. 100， Emei St. (Opposite),14,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:59:15,2023-05-27
1208,500113054,YouBike2.0_長順街60巷口,15,3,萬華區,2023-05-27 12:26:16,25.03119,121.48858,長順街60巷38號對側,Wanhua Dist,YouBike2.0_Ln. 60， Changshun St.,No. 38， Ln. 60， Changshun St. (Opposite),12,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 12:26:16,2023-05-27
1214,500113060,YouBike2.0_富民路145巷口,20,2,萬華區,2023-05-27 13:58:04,25.01796,121.49988,富民路151號對側,Wanhua Dist,YouBike2.0_Ln. 145， Fumin Rd.,No. 151， Fumin Rd. (Opposite),18,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:58:04,2023-05-27
1216,500113062,YouBike2.0_龍山國中,15,3,萬華區,2023-05-27 13:50:20,25.03646,121.50492,南寧路與廣州街口南側,Wanhua Dist,YouBike2.0_LongShan Junior High School,Nanning Rd. & Guangzhou St. Intersection (South),12,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:50:20,2023-05-27
1217,500113063,YouBike2.0_洛陽停車場,22,1,萬華區,2023-05-27 14:11:04,25.04776,121.50612,昆明街與洛陽街口西側,Wanhua Dist,YouBike2.0_Luoyang Parking,Kunming St. & Luoyang St. Intersection (West),19,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:04,2023-05-27
1224,500113071,YouBike2.0_萬大路493巷,10,2,萬華區,2023-05-27 13:55:23,25.01975,121.4992,萬大路493巷44號旁,Wanhua Dist,YouBike2.0_Ln. 493， Wanda Rd.,No. 44， Ln. 493， Wanda Rd.,7,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:55:23,2023-05-27
1225,500113072,YouBike2.0_雙園國中地下停車場,12,1,萬華區,2023-05-27 14:11:15,25.02768,121.49134,西園路二段320巷55弄8-10號前,Wanhua Dist,YouBike2.0_Shuangyuan Car Park,No. 10， Aly. 55， Ln. 320， Sec. 2， Xiyuan Rd.,10,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:15,2023-05-27
1229,500119007,YouBike2.0_臺大水源修齊會館,18,0,臺大專區,2023-05-27 14:01:04,25.01411,121.52997,思源街16號之1旁,NTU Dist,YouBike2.0_NTU ShuiYuan HsiuChi House,No.16-1， Siyuan St.,15,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:01:04,2023-05-27
1230,500119008,YouBike2.0_臺大檔案展示館,10,2,臺大專區,2023-05-27 13:57:15,25.01391,121.52895,臺大檔案展示館東北側,NTU Dist,YouBike2.0_NTU Archives,NTU Archives(Northeast),7,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:57:15,2023-05-27
1232,500119043,YouBike2.0_臺大男八舍東側,42,0,臺大專區,2023-05-27 14:10:20,25.01729,121.54531,臺大男八舍東側,NTU Dist,YouBike2.0_NTU 8th Men's Dorm(East),NTU 8th Men's Dorm(East),42,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:10:20,2023-05-27
1245,500119056,YouBike2.0_臺大農化新館西側,10,0,臺大專區,2023-05-27 13:58:04,25.01627,121.53535,臺大生化科技學系西側,NTU Dist,YouBike2.0_NTU New Agricultural Chemistry Building(West),NTU Department of Biochemical Science and Technology(West),9,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:58:04,2023-05-27
1246,500119057,YouBike2.0_臺大五號館西側,20,2,臺大專區,2023-05-27 14:01:43,25.01666,121.53718,臺大生物系館西側,NTU Dist,YouBike2.0_NTU Building No.5(West),NTU Department of Bioenvironmental Systems Engineering(West),17,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:01:43,2023-05-27
1249,500119060,YouBike2.0_臺大共同教室東南側,12,0,臺大專區,2023-05-27 14:11:15,25.01566,121.53786,臺大共同教學館東南側,NTU Dist,YouBike2.0_NTU Common Subjects Classroom Building(Southeast),NTU Common Subjects Classroom Building(Southeast),11,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:15,2023-05-27
1251,500119062,YouBike2.0_臺大公館停車場西北側,12,1,臺大專區,2023-05-27 13:34:04,25.01345,121.53798,臺大公館停車場西北側,NTU Dist,YouBike2.0_NTU Gongguan Car Park (Northwest),NTU Gongguan Car Park (Northwest),11,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:34:04,2023-05-27
1252,500119063,YouBike2.0_臺大第二行政大樓南側,27,0,臺大專區,2023-05-27 14:05:05,25.01603,121.53635,臺大行政大樓西側,NTU Dist,YouBike2.0_NTU 2nd Administration Building(South),NTU Administration Building(West),27,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:05:05,2023-05-27
1253,500119064,YouBike2.0_臺大明達館機車停車場,28,1,臺大專區,2023-05-27 14:11:15,25.01754,121.54398,臺大明達館西側,NTU Dist,YouBike2.0_NTU Ming - Da Hall Parking,NTU Ming - Da Hall(West),27,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:15,2023-05-27
1254,500119065,YouBike2.0_臺大二號館,10,1,臺大專區,2023-05-27 13:40:21,25.01699,121.53574,臺大物理文物廳北側,NTU Dist,YouBike2.0_NTU Building No.2,NTU Heritage Hall of Physics,9,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:40:21,2023-05-27
1259,500119070,YouBike2.0_臺大椰林小舖,48,1,臺大專區,2023-05-27 14:08:04,25.01561,121.53583,臺大椰林小舖旁,NTU Dist,YouBike2.0_NTU Green Cabin,NTU Green Cabin,46,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:08:04,2023-05-27
1267,500119079,YouBike2.0_臺大一號館,19,1,臺大專區,2023-05-27 14:11:15,25.01698,121.53455,臺大植物魚類標本館一號館北側,NTU Dist,YouBike2.0_NTU Building No.1,NTU Building No.1(North),18,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:11:15,2023-05-27
1268,500119080,YouBike2.0_臺大小小福西南側,10,0,臺大專區,2023-05-27 13:55:12,25.01539,121.53686,臺大進修教育大樓,NTU Dist,YouBike2.0_NTU Xiao Xiao Fu Commissary(Southwest),NTU Omnium Gatherum Building,10,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:55:12,2023-05-27
1270,500119082,YouBike2.0_臺大四號館東北側,10,1,臺大專區,2023-05-27 13:52:15,25.01703,121.53781,臺大園藝暨景觀學系北側,NTU Dist,YouBike2.0_NTU Building No.4(Northeast),NTU Department of Horticulture(North),9,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:52:15,2023-05-27
1273,500119085,YouBike2.0_臺大電機二館東南側,14,1,臺大專區,2023-05-27 14:10:09,25.01857,121.54247,臺大電機二館南側,NTU Dist,YouBike2.0_NTU E. E. Building No. 2(Southeast),NTU E. E. Building No. 2(Southeast),13,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 14:10:09,2023-05-27
1279,500119091,YouBike2.0_臺大明達館北側(員工宿舍),18,1,臺大公館校區,2023-05-27 13:55:23,25.01816,121.54469,明達館北側前空地,NTU Dist,YouBike2.0_NTU Ming - Da Hall (Staff Dormitory),NTU Ming - Da Hall (North),16,1,2023-05-27 14:11:29,2023-05-27 14:11:51,2023-05-27 13:55:23,2023-05-27
